1,Pertanian dan Peternakan,kategorilapor/20210329090947.png
2,Fasilitas Umum,kategorilapor/20210329090935.png
3,Bencana Alam,kategorilapor/20210329090917.png
4,Sosial,kategorilapor/20210329090902.png
5,Kriminal,kategorilapor/20210329090851.png
6,Kebersihan,kategorilapor/20210329090839.png
7,Lainnya,kategorilapor/20210329090816.png
