1115010,2020-12-16 00:06:01.619708+00,2020-12-16 00:06:01.619734+00,,,DARUL MAKMUR,,,1115,
1115011,2020-12-16 00:06:01.623235+00,2020-12-16 00:06:01.62326+00,,,TRIPA MAKMUR,,,1115,
1115020,2020-12-16 00:06:01.626596+00,2020-12-16 00:06:01.626621+00,,,KUALA,,,1115,
1115021,2020-12-16 00:06:01.629919+00,2020-12-16 00:06:01.629944+00,,,KUALA PESISIR,,,1115,
1115022,2020-12-16 00:06:01.633153+00,2020-12-16 00:06:01.633178+00,,,TADU RAYA,,,1115,
1115030,2020-12-16 00:06:01.636689+00,2020-12-16 00:06:01.636713+00,,,BEUTONG,,,1115,
1115031,2020-12-16 00:06:01.640277+00,2020-12-16 00:06:01.640301+00,,,BEUTONG ATEUH BANGGALANG,,,1115,
1115040,2020-12-16 00:06:01.643562+00,2020-12-16 00:06:01.643587+00,,,SEUNAGAN,,,1115,
1115041,2020-12-16 00:06:01.646692+00,2020-12-16 00:06:01.646717+00,,,SUKA MAKMUE,,,1115,
1115050,2020-12-16 00:06:01.650007+00,2020-12-16 00:06:01.650032+00,,,SEUNAGAN TIMUR,,,1115,
1116010,2020-12-16 00:06:01.653361+00,2020-12-16 00:06:01.653386+00,,,TEUNOM,,,1116,
1116011,2020-12-16 00:06:01.656832+00,2020-12-16 00:06:01.656858+00,,,PASIE RAYA,,,1116,
1116020,2020-12-16 00:06:01.660466+00,2020-12-16 00:06:01.660492+00,,,PANGA,,,1116,
1116030,2020-12-16 00:06:01.663784+00,2020-12-16 00:06:01.663809+00,,,KRUENG SABEE,,,1116,
1116040,2020-12-16 00:06:01.66705+00,2020-12-16 00:06:01.667075+00,,,SETIA BAKTI,,,1116,
1116050,2020-12-16 00:06:01.670292+00,2020-12-16 00:06:01.670317+00,,,SAMPOINIET,,,1116,
