1602,2020-12-16 00:01:31.97015+00,2020-12-16 00:01:31.970165+00,,0,KABUPATEN OGAN KOMERING ILIR,,,16,
1603,2020-12-16 00:01:31.972606+00,2020-12-16 00:01:31.972621+00,,0,KABUPATEN MUARA ENIM,,,16,
1604,2020-12-16 00:01:31.975093+00,2020-12-16 00:01:31.975108+00,,0,KABUPATEN LAHAT,,,16,
1605,2020-12-16 00:01:31.977753+00,2020-12-16 00:01:31.977768+00,,0,KABUPATEN MUSI RAWAS,,,16,
1606,2020-12-16 00:01:31.980338+00,2020-12-16 00:01:31.980353+00,,0,KABUPATEN MUSI BANYUASIN,,,16,
1607,2020-12-16 00:01:31.982783+00,2020-12-16 00:01:31.982798+00,,0,KABUPATEN BANYU ASIN,,,16,
1608,2020-12-16 00:01:31.985699+00,2020-12-16 00:01:31.985714+00,,0,KABUPATEN OGAN KOMERING ULU SELATAN,,,16,
1609,2020-12-16 00:01:31.988616+00,2020-12-16 00:01:31.98864+00,,0,KABUPATEN OGAN KOMERING ULU TIMUR,,,16,
1610,2020-12-16 00:01:31.991567+00,2020-12-16 00:01:31.99159+00,,0,KABUPATEN OGAN ILIR,,,16,
1611,2020-12-16 00:01:31.994503+00,2020-12-16 00:01:31.994526+00,,0,KABUPATEN EMPAT LAWANG,,,16,
1612,2020-12-16 00:01:31.997504+00,2020-12-16 00:01:31.997529+00,,0,KABUPATEN PENUKAL ABAB LEMATANG ILIR,,,16,
1613,2020-12-16 00:01:32.000624+00,2020-12-16 00:01:32.00065+00,,0,KABUPATEN MUSI RAWAS UTARA,,,16,
1671,2020-12-16 00:01:32.003713+00,2020-12-16 00:01:32.003739+00,,0,KOTA PALEMBANG,,,16,
1672,2020-12-16 00:01:32.007032+00,2020-12-16 00:01:32.007059+00,,0,KOTA PRABUMULIH,,,16,
1673,2020-12-16 00:01:32.010251+00,2020-12-16 00:01:32.010276+00,,0,KOTA PAGAR ALAM,,,16,
1674,2020-12-16 00:01:32.013377+00,2020-12-16 00:01:32.013401+00,,0,KOTA LUBUKLINGGAU,,,16,
1701,2020-12-16 00:01:32.01667+00,2020-12-16 00:01:32.016695+00,,0,KABUPATEN BENGKULU SELATAN,,,17,
1702,2020-12-16 00:01:32.019961+00,2020-12-16 00:01:32.019986+00,,0,KABUPATEN REJANG LEBONG,,,17,
1703,2020-12-16 00:01:32.023254+00,2020-12-16 00:01:32.02328+00,,0,KABUPATEN BENGKULU UTARA,,,17,
1704,2020-12-16 00:01:32.026463+00,2020-12-16 00:01:32.026489+00,,0,KABUPATEN KAUR,,,17,
1705,2020-12-16 00:01:32.029586+00,2020-12-16 00:01:32.029607+00,,0,KABUPATEN SELUMA,,,17,
1706,2020-12-16 00:01:32.032745+00,2020-12-16 00:01:32.032767+00,,0,KABUPATEN MUKOMUKO,,,17,
1707,2020-12-16 00:01:32.036014+00,2020-12-16 00:01:32.036038+00,,0,KABUPATEN LEBONG,,,17,
1708,2020-12-16 00:01:32.039167+00,2020-12-16 00:01:32.039191+00,,0,KABUPATEN KEPAHIANG,,,17,
1709,2020-12-16 00:01:32.042341+00,2020-12-16 00:01:32.042365+00,,0,KABUPATEN BENGKULU TENGAH,,,17,
1771,2020-12-16 00:01:32.045341+00,2020-12-16 00:01:32.045365+00,,0,KOTA BENGKULU,,,17,
1801,2020-12-16 00:01:32.048399+00,2020-12-16 00:01:32.048424+00,,0,KABUPATEN LAMPUNG BARAT,,,18,
1802,2020-12-16 00:01:32.051309+00,2020-12-16 00:01:32.051333+00,,0,KABUPATEN TANGGAMUS,,,18,
1803,2020-12-16 00:01:32.054772+00,2020-12-16 00:01:32.054797+00,,0,KABUPATEN LAMPUNG SELATAN,,,18,
1804,2020-12-16 00:01:32.058358+00,2020-12-16 00:01:32.058384+00,,0,KABUPATEN LAMPUNG TIMUR,,,18,
1805,2020-12-16 00:01:32.061936+00,2020-12-16 00:01:32.061961+00,,0,KABUPATEN LAMPUNG TENGAH,,,18,
1806,2020-12-16 00:01:32.065313+00,2020-12-16 00:01:32.065338+00,,0,KABUPATEN LAMPUNG UTARA,,,18,
1807,2020-12-16 00:01:32.068638+00,2020-12-16 00:01:32.068663+00,,0,KABUPATEN WAY KANAN,,,18,
1808,2020-12-16 00:01:32.071991+00,2020-12-16 00:01:32.072018+00,,0,KABUPATEN TULANGBAWANG,,,18,
1809,2020-12-16 00:01:32.075502+00,2020-12-16 00:01:32.075531+00,,0,KABUPATEN PESAWARAN,,,18,
1810,2020-12-16 00:01:32.079982+00,2020-12-16 00:01:32.080036+00,,0,KABUPATEN PRINGSEWU,,,18,
1811,2020-12-16 00:01:32.083872+00,2020-12-16 00:01:32.083916+00,,0,KABUPATEN MESUJI,,,18,
1812,2020-12-16 00:01:32.088348+00,2020-12-16 00:01:32.088393+00,,0,KABUPATEN TULANG BAWANG BARAT,,,18,
1813,2020-12-16 00:01:32.092359+00,2020-12-16 00:01:32.092406+00,,0,KABUPATEN PESISIR BARAT,,,18,
1871,2020-12-16 00:01:32.09619+00,2020-12-16 00:01:32.096231+00,,0,KOTA BANDAR LAMPUNG,,,18,
1872,2020-12-16 00:01:32.099612+00,2020-12-16 00:01:32.099651+00,,0,KOTA METRO,,,18,
1901,2020-12-16 00:01:32.103093+00,2020-12-16 00:01:32.103108+00,,0,KABUPATEN BANGKA,,,19,
1902,2020-12-16 00:01:32.106166+00,2020-12-16 00:01:32.106182+00,,0,KABUPATEN BELITUNG,,,19,
1903,2020-12-16 00:01:32.109402+00,2020-12-16 00:01:32.109418+00,,0,KABUPATEN BANGKA BARAT,,,19,
1904,2020-12-16 00:01:32.112773+00,2020-12-16 00:01:32.112789+00,,0,KABUPATEN BANGKA TENGAH,,,19,
1905,2020-12-16 00:01:32.115996+00,2020-12-16 00:01:32.11602+00,,0,KABUPATEN BANGKA SELATAN,,,19,
1906,2020-12-16 00:01:32.119322+00,2020-12-16 00:01:32.119346+00,,0,KABUPATEN BELITUNG TIMUR,,,19,
1971,2020-12-16 00:01:32.122368+00,2020-12-16 00:01:32.122392+00,,0,KOTA PANGKAL PINANG,,,19,
2101,2020-12-16 00:01:32.125199+00,2020-12-16 00:01:32.125223+00,,0,KABUPATEN KARIMUN,,,21,
2102,2020-12-16 00:01:32.128405+00,2020-12-16 00:01:32.128432+00,,0,KABUPATEN BINTAN,,,21,
2103,2020-12-16 00:01:32.131704+00,2020-12-16 00:01:32.131729+00,,0,KABUPATEN NATUNA,,,21,
2104,2020-12-16 00:01:32.134915+00,2020-12-16 00:01:32.134941+00,,0,KABUPATEN LINGGA,,,21,
2105,2020-12-16 00:01:32.138071+00,2020-12-16 00:01:32.138086+00,,0,KABUPATEN KEPULAUAN ANAMBAS,,,21,
2171,2020-12-16 00:01:32.1409+00,2020-12-16 00:01:32.140916+00,,0,KOTA B A T A M,,,21,
2172,2020-12-16 00:01:32.143817+00,2020-12-16 00:01:32.143832+00,,0,KOTA TANJUNG PINANG,,,21,
3101,2020-12-16 00:01:32.146712+00,2020-12-16 00:01:32.146727+00,,0,KABUPATEN KEPULAUAN SERIBU,,,31,
3171,2020-12-16 00:01:32.149866+00,2020-12-16 00:01:32.149881+00,,0,KOTA JAKARTA SELATAN,,,31,
3172,2020-12-16 00:01:32.152769+00,2020-12-16 00:01:32.152784+00,,0,KOTA JAKARTA TIMUR,,,31,
3173,2020-12-16 00:01:32.155909+00,2020-12-16 00:01:32.155924+00,,0,KOTA JAKARTA PUSAT,,,31,
3174,2020-12-16 00:01:32.158847+00,2020-12-16 00:01:32.158862+00,,0,KOTA JAKARTA BARAT,,,31,
3175,2020-12-16 00:01:32.16162+00,2020-12-16 00:01:32.161635+00,,0,KOTA JAKARTA UTARA,,,31,
3201,2020-12-16 00:01:32.164125+00,2020-12-16 00:01:32.164139+00,,0,KABUPATEN BOGOR,,,32,
3202,2020-12-16 00:01:32.166814+00,2020-12-16 00:01:32.16683+00,,0,KABUPATEN SUKABUMI,,,32,
3203,2020-12-16 00:01:32.169671+00,2020-12-16 00:01:32.169686+00,,0,KABUPATEN CIANJUR,,,32,
3204,2020-12-16 00:01:32.172794+00,2020-12-16 00:01:32.172809+00,,0,KABUPATEN BANDUNG,,,32,
3205,2020-12-16 00:01:32.175862+00,2020-12-16 00:01:32.175877+00,,0,KABUPATEN GARUT,,,32,
3206,2020-12-16 00:01:32.178519+00,2020-12-16 00:01:32.178534+00,,0,KABUPATEN TASIKMALAYA,,,32,
3207,2020-12-16 00:01:32.180978+00,2020-12-16 00:01:32.180993+00,,0,KABUPATEN CIAMIS,,,32,
3208,2020-12-16 00:01:32.183432+00,2020-12-16 00:01:32.183446+00,,0,KABUPATEN KUNINGAN,,,32,
