1,2021-02-18 06:59:11.283248+00,2021-02-18 06:59:11.283294+00,,Kepala Keluarga,kepala_keluarga,1,,
2,2021-02-18 06:59:38.012425+00,2021-02-18 06:59:38.01247+00,,Kepala Keluarga dan Seluruh Anggota Keluarga,kepala_keluarga_dan_anggota_keluarga,1,,
3,2021-02-18 07:01:03.941195+00,2021-02-18 07:01:03.941244+00,,Kepala Keluarga dan Sebagian Anggota Keluarga,kepala_keluarga_dan_sebagai_anggota_keluarga,1,,
4,2021-02-18 07:01:41.044781+00,2021-02-18 07:01:41.044827+00,,Anggota Keluarga,anggota_keluarga,1,,
